"P & C Collateral (Non-Auto, Non-Homeowners)",Enterprise Collateral,Enterprise Tenure,Business Type,RELATIONSHIP
PI,EH,CG,BD,ASK
PJ,EA,CA,BA,ASC
PJ,EA,CA,BB,ASC
PJ,EA,CA,BC,ASC
PJ,EA,CA,BD,ASC
PJ,EA,CB,BA,ASD
PJ,EA,CB,BB,ASD
PJ,EA,CB,BC,ASD
PJ,EA,CB,BD,ASD
PJ,EA,CC,BA,ASE
PJ,EA,CC,BB,ASE
PJ,EA,CC,BC,ASE
PJ,EA,CC,BD,ASE
PJ,EA,CD,BA,ASF
PJ,EA,CD,BB,ASF
PJ,EA,CD,BC,ASF
PJ,EA,CD,BD,ASF
PJ,EA,CE,BA,ASG
PJ,EA,CE,BB,ASG
PJ,EA,CE,BC,ASG
PJ,EA,CE,BD,ASG
PJ,EA,CF,BA,ASH
PJ,EA,CF,BB,ASH
PJ,EA,CF,BC,ASH
PJ,EA,CF,BD,ASH
PJ,EA,CG,BA,ASI
PJ,EA,CG,BB,ASI
PJ,EA,CG,BC,ASI
PJ,EA,CG,BD,ASI
PJ,EB,CA,BA,ASD
PJ,EB,CA,BB,ASD
PJ,EB,CA,BC,ASD
PJ,EB,CA,BD,ASD
PJ,EB,CB,BA,ASE
PJ,EB,CB,BB,ASE
PJ,EB,CB,BC,ASE
PJ,EB,CB,BD,ASE
PJ,EB,CC,BA,ASF
PJ,EB,CC,BB,ASF
PJ,EB,CC,BC,ASF
PJ,EB,CC,BD,ASF
PJ,EB,CD,BA,ASG
PJ,EB,CD,BB,ASG
PJ,EB,CD,BC,ASG
PJ,EB,CD,BD,ASG
PJ,EB,CE,BA,ASH
PJ,EB,CE,BB,ASH
PJ,EB,CE,BC,ASH
PJ,EB,CE,BD,ASH
PJ,EB,CF,BA,ASI
PJ,EB,CF,BB,ASI
PJ,EB,CF,BC,ASI
PJ,EB,CF,BD,ASI
PJ,EB,CG,BA,ASJ
PJ,EB,CG,BB,ASJ
PJ,EB,CG,BC,ASJ
PJ,EB,CG,BD,ASJ
PJ,EC,CA,BA,ASD
PJ,EC,CA,BB,ASD
PJ,EC,CA,BC,ASD
PJ,EC,CA,BD,ASD
PJ,EC,CB,BA,ASE
PJ,EC,CB,BB,ASE
PJ,EC,CB,BC,ASE
PJ,EC,CB,BD,ASE
PJ,EC,CC,BA,ASF
PJ,EC,CC,BB,ASF
PJ,EC,CC,BC,ASF
PJ,EC,CC,BD,ASF
PJ,EC,CD,BA,ASG
PJ,EC,CD,BB,ASG
PJ,EC,CD,BC,ASG
PJ,EC,CD,BD,ASG
PJ,EC,CE,BA,ASH
PJ,EC,CE,BB,ASH
PJ,EC,CE,BC,ASH
PJ,EC,CE,BD,ASH
PJ,EC,CF,BA,ASI
PJ,EC,CF,BB,ASI
PJ,EC,CF,BC,ASI
PJ,EC,CF,BD,ASI
PJ,EC,CG,BA,ASJ
PJ,EC,CG,BB,ASJ
PJ,EC,CG,BC,ASJ
PJ,EC,CG,BD,ASJ
PJ,ED,CA,BA,ASD
PJ,ED,CA,BB,ASD
PJ,ED,CA,BC,ASD
PJ,ED,CA,BD,ASD
PJ,ED,CB,BA,ASE
PJ,ED,CB,BB,ASE
PJ,ED,CB,BC,ASE
PJ,ED,CB,BD,ASE
PJ,ED,CC,BA,ASF
PJ,ED,CC,BB,ASF
PJ,ED,CC,BC,ASF
PJ,ED,CC,BD,ASF
PJ,ED,CD,BA,ASG
PJ,ED,CD,BB,ASG
PJ,ED,CD,BC,ASG
PJ,ED,CD,BD,ASG
PJ,ED,CE,BA,ASH
PJ,ED,CE,BB,ASH
PJ,ED,CE,BC,ASH
PJ,ED,CE,BD,ASH
PJ,ED,CF,BA,ASI
PJ,ED,CF,BB,ASI
PJ,ED,CF,BC,ASI
PJ,ED,CF,BD,ASI
PJ,ED,CG,BA,ASJ
PJ,ED,CG,BB,ASJ
PJ,ED,CG,BC,ASJ
PJ,ED,CG,BD,ASJ
PJ,EE,CA,BA,ASE
PJ,EE,CA,BB,ASE
PJ,EE,CA,BC,ASE
PJ,EE,CA,BD,ASE
PJ,EE,CB,BA,ASF
PJ,EE,CB,BB,ASF
PJ,EE,CB,BC,ASF
PJ,EE,CB,BD,ASF
PJ,EE,CC,BA,ASG
PJ,EE,CC,BB,ASG
PJ,EE,CC,BC,ASG
PJ,EE,CC,BD,ASG
PJ,EE,CD,BA,ASH
PJ,EE,CD,BB,ASH
PJ,EE,CD,BC,ASH
PJ,EE,CD,BD,ASH
PJ,EE,CE,BA,ASI
PJ,EE,CE,BB,ASI
PJ,EE,CE,BC,ASI
PJ,EE,CE,BD,ASI
PJ,EE,CF,BA,ASJ
PJ,EE,CF,BB,ASJ
PJ,EE,CF,BC,ASJ
PJ,EE,CF,BD,ASJ
PJ,EE,CG,BA,ASK
PJ,EE,CG,BB,ASK
PJ,EE,CG,BC,ASK
PJ,EE,CG,BD,ASK
PJ,EF,CA,BA,ASE
PJ,EF,CA,BB,ASE
PJ,EF,CA,BC,ASE
PJ,EF,CA,BD,ASE
PJ,EF,CB,BA,ASF
PJ,EF,CB,BB,ASF
PJ,EF,CB,BC,ASF
PJ,EF,CB,BD,ASF
PJ,EF,CC,BA,ASG
PJ,EF,CC,BB,ASG
PJ,EF,CC,BC,ASG
PJ,EF,CC,BD,ASG
PJ,EF,CD,BA,ASH
PJ,EF,CD,BB,ASH
PJ,EF,CD,BC,ASH
PJ,EF,CD,BD,ASH
PJ,EF,CE,BA,ASI
PJ,EF,CE,BB,ASI
PJ,EF,CE,BC,ASI
PJ,EF,CE,BD,ASI
PJ,EF,CF,BA,ASJ
PJ,EF,CF,BB,ASJ
PJ,EF,CF,BC,ASJ
PJ,EF,CF,BD,ASJ
PJ,EF,CG,BA,ASK
PJ,EF,CG,BB,ASK
PJ,EF,CG,BC,ASK
PJ,EF,CG,BD,ASK
PJ,EG,CA,BA,ASE
PJ,EG,CA,BB,ASE
PJ,EG,CA,BC,ASE
PJ,EG,CA,BD,ASE
PJ,EG,CB,BA,ASF
PJ,EG,CB,BB,ASF
PJ,EG,CB,BC,ASF
PJ,EG,CB,BD,ASF
PJ,EG,CC,BA,ASG
PJ,EG,CC,BB,ASG
PJ,EG,CC,BC,ASG
PJ,EG,CC,BD,ASG
PJ,EG,CD,BA,ASH
PJ,EG,CD,BB,ASH
PJ,EG,CD,BC,ASH
PJ,EG,CD,BD,ASH
PJ,EG,CE,BA,ASI
PJ,EG,CE,BB,ASI
PJ,EG,CE,BC,ASI
PJ,EG,CE,BD,ASI
PJ,EG,CF,BA,ASJ
PJ,EG,CF,BB,ASJ
PJ,EG,CF,BC,ASJ
PJ,EG,CF,BD,ASJ
PJ,EG,CG,BA,ASK
PJ,EG,CG,BB,ASK
PJ,EG,CG,BC,ASK
PJ,EG,CG,BD,ASK
PJ,EH,CA,BA,ASF
PJ,EH,CA,BB,ASF
PJ,EH,CA,BC,ASF
PJ,EH,CA,BD,ASF
PJ,EH,CB,BA,ASG
PJ,EH,CB,BB,ASG
PJ,EH,CB,BC,ASG
PJ,EH,CB,BD,ASG
PJ,EH,CC,BA,ASH
PJ,EH,CC,BB,ASH
PJ,EH,CC,BC,ASH
PJ,EH,CC,BD,ASH
PJ,EH,CD,BA,ASI
PJ,EH,CD,BB,ASI
PJ,EH,CD,BC,ASI
PJ,EH,CD,BD,ASI
PJ,EH,CE,BA,ASJ
PJ,EH,CE,BB,ASJ
PJ,EH,CE,BC,ASJ
PJ,EH,CE,BD,ASJ
PJ,EH,CF,BA,ASK
PJ,EH,CF,BB,ASK
PJ,EH,CF,BC,ASK
PJ,EH,CF,BD,ASK
PJ,EH,CG,BA,ASL
PJ,EH,CG,BB,ASL
PJ,EH,CG,BC,ASL
PJ,EH,CG,BD,ASL
PK,EA,CA,BA,ASD
PK,EA,CA,BB,ASD
PK,EA,CA,BC,ASD
PK,EA,CA,BD,ASD
PK,EA,CB,BA,ASE
PK,EA,CB,BB,ASE
PK,EA,CB,BC,ASE
PK,EA,CB,BD,ASE
PK,EA,CC,BA,ASF
PK,EA,CC,BB,ASF
PK,EA,CC,BC,ASF
PK,EA,CC,BD,ASF
PK,EA,CD,BA,ASG
PK,EA,CD,BB,ASG
PK,EA,CD,BC,ASG
PK,EA,CD,BD,ASG
PK,EA,CE,BA,ASH
PK,EA,CE,BB,ASH
PK,EA,CE,BC,ASH
PK,EA,CE,BD,ASH
PK,EA,CF,BA,ASI
PK,EA,CF,BB,ASI
PK,EA,CF,BC,ASI
PK,EA,CF,BD,ASI
PK,EA,CG,BA,ASJ
PK,EA,CG,BB,ASJ
PK,EA,CG,BC,ASJ
PK,EA,CG,BD,ASJ
PK,EB,CA,BA,ASE
PK,EB,CA,BB,ASE
PK,EB,CA,BC,ASE
PK,EB,CA,BD,ASE
PK,EB,CB,BA,ASF
PK,EB,CB,BB,ASF
PK,EB,CB,BC,ASF
PK,EB,CB,BD,ASF
PK,EB,CC,BA,ASG
PK,EB,CC,BB,ASG
PK,EB,CC,BC,ASG
PK,EB,CC,BD,ASG
PK,EB,CD,BA,ASH
PK,EB,CD,BB,ASH
PK,EB,CD,BC,ASH
PK,EB,CD,BD,ASH
PK,EB,CE,BA,ASI
PK,EB,CE,BB,ASI
PK,EB,CE,BC,ASI
PK,EB,CE,BD,ASI
PK,EB,CF,BA,ASJ
PK,EB,CF,BB,ASJ
PK,EB,CF,BC,ASJ
PK,EB,CF,BD,ASJ
PK,EB,CG,BA,ASK
PK,EB,CG,BB,ASK
PK,EB,CG,BC,ASK
PK,EB,CG,BD,ASK
PK,EC,CA,BA,ASE
PK,EC,CA,BB,ASE
PK,EC,CA,BC,ASE
PK,EC,CA,BD,ASE
PK,EC,CB,BA,ASF
PK,EC,CB,BB,ASF
PK,EC,CB,BC,ASF
PK,EC,CB,BD,ASF
PK,EC,CC,BA,ASG
PK,EC,CC,BB,ASG
PK,EC,CC,BC,ASG
PK,EC,CC,BD,ASG
PK,EC,CD,BA,ASH
PK,EC,CD,BB,ASH
PK,EC,CD,BC,ASH
PK,EC,CD,BD,ASH
PK,EC,CE,BA,ASI
PK,EC,CE,BB,ASI
PK,EC,CE,BC,ASI
PK,EC,CE,BD,ASI
PK,EC,CF,BA,ASJ
PK,EC,CF,BB,ASJ
PK,EC,CF,BC,ASJ
PK,EC,CF,BD,ASJ
PK,EC,CG,BA,ASK
PK,EC,CG,BB,ASK
PK,EC,CG,BC,ASK
PK,EC,CG,BD,ASK
PK,ED,CA,BA,ASE
PK,ED,CA,BB,ASE
PK,ED,CA,BC,ASE
PK,ED,CA,BD,ASE
PK,ED,CB,BA,ASF
PK,ED,CB,BB,ASF
PK,ED,CB,BC,ASF
PK,ED,CB,BD,ASF
PK,ED,CC,BA,ASG
PK,ED,CC,BB,ASG
PK,ED,CC,BC,ASG
PK,ED,CC,BD,ASG
PK,ED,CD,BA,ASH
PK,ED,CD,BB,ASH
PK,ED,CD,BC,ASH
PK,ED,CD,BD,ASH
PK,ED,CE,BA,ASI
PK,ED,CE,BB,ASI
PK,ED,CE,BC,ASI
PK,ED,CE,BD,ASI
PK,ED,CF,BA,ASJ
PK,ED,CF,BB,ASJ
PK,ED,CF,BC,ASJ
PK,ED,CF,BD,ASJ
PK,ED,CG,BA,ASK
PK,ED,CG,BB,ASK
PK,ED,CG,BC,ASK
PK,ED,CG,BD,ASK
PK,EE,CA,BA,ASF
PK,EE,CA,BB,ASF
PK,EE,CA,BC,ASF
PK,EE,CA,BD,ASF
PK,EE,CB,BA,ASG
PK,EE,CB,BB,ASG
PK,EE,CB,BC,ASG
PK,EE,CB,BD,ASG
PK,EE,CC,BA,ASH
PK,EE,CC,BB,ASH
PK,EE,CC,BC,ASH
PK,EE,CC,BD,ASH
PK,EE,CD,BA,ASI
PK,EE,CD,BB,ASI
PK,EE,CD,BC,ASI
PK,EE,CD,BD,ASI
PK,EE,CE,BA,ASJ
PK,EE,CE,BB,ASJ
PK,EE,CE,BC,ASJ
PK,EE,CE,BD,ASJ
PK,EE,CF,BA,ASK
PK,EE,CF,BB,ASK
PK,EE,CF,BC,ASK
PK,EE,CF,BD,ASK
PK,EE,CG,BA,ASL
PK,EE,CG,BB,ASL
PK,EE,CG,BC,ASL
PK,EE,CG,BD,ASL
PK,EF,CA,BA,ASF
PK,EF,CA,BB,ASF
PK,EF,CA,BC,ASF
PK,EF,CA,BD,ASF
PK,EF,CB,BA,ASG
PK,EF,CB,BB,ASG
PK,EF,CB,BC,ASG
PK,EF,CB,BD,ASG
PK,EF,CC,BA,ASH
PK,EF,CC,BB,ASH
PK,EF,CC,BC,ASH
PK,EF,CC,BD,ASH
PK,EF,CD,BA,ASI
PK,EF,CD,BB,ASI
PK,EF,CD,BC,ASI
PK,EF,CD,BD,ASI
PK,EF,CE,BA,ASJ
PK,EF,CE,BB,ASJ
PK,EF,CE,BC,ASJ
PK,EF,CE,BD,ASJ
PK,EF,CF,BA,ASK
PK,EF,CF,BB,ASK
PK,EF,CF,BC,ASK
PK,EF,CF,BD,ASK
PK,EF,CG,BA,ASL
PK,EF,CG,BB,ASL
PK,EF,CG,BC,ASL
PK,EF,CG,BD,ASL
PK,EG,CA,BA,ASF
PK,EG,CA,BB,ASF
PK,EG,CA,BC,ASF
PK,EG,CA,BD,ASF
PK,EG,CB,BA,ASG
PK,EG,CB,BB,ASG
PK,EG,CB,BC,ASG
PK,EG,CB,BD,ASG
PK,EG,CC,BA,ASH
PK,EG,CC,BB,ASH
PK,EG,CC,BC,ASH
PK,EG,CC,BD,ASH
PK,EG,CD,BA,ASI
PK,EG,CD,BB,ASI
PK,EG,CD,BC,ASI
PK,EG,CD,BD,ASI
PK,EG,CE,BA,ASJ
PK,EG,CE,BB,ASJ
PK,EG,CE,BC,ASJ
PK,EG,CE,BD,ASJ
PK,EG,CF,BA,ASK
PK,EG,CF,BB,ASK
PK,EG,CF,BC,ASK
PK,EG,CF,BD,ASK
PK,EG,CG,BA,ASL
PK,EG,CG,BB,ASL
PK,EG,CG,BC,ASL
PK,EG,CG,BD,ASL
PK,EH,CA,BA,ASG
PK,EH,CA,BB,ASG
PK,EH,CA,BC,ASG
PK,EH,CA,BD,ASG
PK,EH,CB,BA,ASH
PK,EH,CB,BB,ASH
PK,EH,CB,BC,ASH
PK,EH,CB,BD,ASH
PK,EH,CC,BA,ASI
PK,EH,CC,BB,ASI
PK,EH,CC,BC,ASI
PK,EH,CC,BD,ASI
PK,EH,CD,BA,ASJ
PK,EH,CD,BB,ASJ
PK,EH,CD,BC,ASJ
PK,EH,CD,BD,ASJ
PK,EH,CE,BA,ASK
PK,EH,CE,BB,ASK
PK,EH,CE,BC,ASK
PK,EH,CE,BD,ASK
PK,EH,CF,BA,ASL
PK,EH,CF,BB,ASL
PK,EH,CF,BC,ASL
PK,EH,CF,BD,ASL
PK,EH,CG,BA,ASM
PK,EH,CG,BB,ASM
PK,EH,CG,BC,ASM
PK,EH,CG,BD,ASM
PL,EA,CA,BA,ASD
PL,EA,CA,BB,ASD
PL,EA,CA,BC,ASD
PL,EA,CA,BD,ASD
PL,EA,CB,BA,ASE
PL,EA,CB,BB,ASE
PL,EA,CB,BC,ASE
PL,EA,CB,BD,ASE
PL,EA,CC,BA,ASF
PL,EA,CC,BB,ASF
PL,EA,CC,BC,ASF
PL,EA,CC,BD,ASF
PL,EA,CD,BA,ASG
PL,EA,CD,BB,ASG
PL,EA,CD,BC,ASG
PL,EA,CD,BD,ASG
PL,EA,CE,BA,ASH
PL,EA,CE,BB,ASH
PL,EA,CE,BC,ASH
PL,EA,CE,BD,ASH
PL,EA,CF,BA,ASI
PL,EA,CF,BB,ASI
PL,EA,CF,BC,ASI
PL,EA,CF,BD,ASI
PL,EA,CG,BA,ASJ
PL,EA,CG,BB,ASJ
PL,EA,CG,BC,ASJ
PL,EA,CG,BD,ASJ
PL,EB,CA,BA,ASE
PL,EB,CA,BB,ASE
PL,EB,CA,BC,ASE
PL,EB,CA,BD,ASE
PL,EB,CB,BA,ASF
PL,EB,CB,BB,ASF
PL,EB,CB,BC,ASF
PL,EB,CB,BD,ASF
PL,EB,CC,BA,ASG
PL,EB,CC,BB,ASG
PL,EB,CC,BC,ASG
PL,EB,CC,BD,ASG
PL,EB,CD,BA,ASH
PL,EB,CD,BB,ASH
PL,EB,CD,BC,ASH
PL,EB,CD,BD,ASH
PL,EB,CE,BA,ASI
PL,EB,CE,BB,ASI
PL,EB,CE,BC,ASI
PL,EB,CE,BD,ASI
PL,EB,CF,BA,ASJ
PL,EB,CF,BB,ASJ
PL,EB,CF,BC,ASJ
PL,EB,CF,BD,ASJ
PL,EB,CG,BA,ASK
PL,EB,CG,BB,ASK
PL,EB,CG,BC,ASK
PL,EB,CG,BD,ASK
PL,EC,CA,BA,ASE
PL,EC,CA,BB,ASE
PL,EC,CA,BC,ASE
PL,EC,CA,BD,ASE
PL,EC,CB,BA,ASF
PL,EC,CB,BB,ASF
PL,EC,CB,BC,ASF
PL,EC,CB,BD,ASF
PL,EC,CC,BA,ASG
PL,EC,CC,BB,ASG
PL,EC,CC,BC,ASG
PL,EC,CC,BD,ASG
PL,EC,CD,BA,ASH
PL,EC,CD,BB,ASH
PL,EC,CD,BC,ASH
PL,EC,CD,BD,ASH
PL,EC,CE,BA,ASI
PL,EC,CE,BB,ASI
PL,EC,CE,BC,ASI
PL,EC,CE,BD,ASI
PL,EC,CF,BA,ASJ
PL,EC,CF,BB,ASJ
PL,EC,CF,BC,ASJ
PL,EC,CF,BD,ASJ
PL,EC,CG,BA,ASK
PL,EC,CG,BB,ASK
PL,EC,CG,BC,ASK
PL,EC,CG,BD,ASK
PL,ED,CA,BA,ASE
PL,ED,CA,BB,ASE
PL,ED,CA,BC,ASE
PL,ED,CA,BD,ASE
PL,ED,CB,BA,ASF
PL,ED,CB,BB,ASF
PL,ED,CB,BC,ASF
PL,ED,CB,BD,ASF
PL,ED,CC,BA,ASG
PL,ED,CC,BB,ASG
PL,ED,CC,BC,ASG
PL,ED,CC,BD,ASG
PL,ED,CD,BA,ASH
PL,ED,CD,BB,ASH
PL,ED,CD,BC,ASH
PL,ED,CD,BD,ASH
PL,ED,CE,BA,ASI
PL,ED,CE,BB,ASI
PL,ED,CE,BC,ASI
PL,ED,CE,BD,ASI
PL,ED,CF,BA,ASJ
PL,ED,CF,BB,ASJ
PL,ED,CF,BC,ASJ
PL,ED,CF,BD,ASJ
PL,ED,CG,BA,ASK
PL,ED,CG,BB,ASK
PL,ED,CG,BC,ASK
PL,ED,CG,BD,ASK
PL,EE,CA,BA,ASF
PL,EE,CA,BB,ASF
PL,EE,CA,BC,ASF
PL,EE,CA,BD,ASF
PL,EE,CB,BA,ASG
PL,EE,CB,BB,ASG
PL,EE,CB,BC,ASG
PL,EE,CB,BD,ASG
PL,EE,CC,BA,ASH
PL,EE,CC,BB,ASH
PL,EE,CC,BC,ASH
PL,EE,CC,BD,ASH
PL,EE,CD,BA,ASI
PL,EE,CD,BB,ASI
PL,EE,CD,BC,ASI
PL,EE,CD,BD,ASI
PL,EE,CE,BA,ASJ
PL,EE,CE,BB,ASJ
PL,EE,CE,BC,ASJ
PL,EE,CE,BD,ASJ
PL,EE,CF,BA,ASK
PL,EE,CF,BB,ASK
PL,EE,CF,BC,ASK
PL,EE,CF,BD,ASK
PL,EE,CG,BA,ASL
PL,EE,CG,BB,ASL
PL,EE,CG,BC,ASL
PL,EE,CG,BD,ASL
PL,EF,CA,BA,ASF
PL,EF,CA,BB,ASF
PL,EF,CA,BC,ASF
PL,EF,CA,BD,ASF
PL,EF,CB,BA,ASG
PL,EF,CB,BB,ASG
PL,EF,CB,BC,ASG
PL,EF,CB,BD,ASG
PL,EF,CC,BA,ASH
PL,EF,CC,BB,ASH
PL,EF,CC,BC,ASH
PL,EF,CC,BD,ASH
PL,EF,CD,BA,ASI
PL,EF,CD,BB,ASI
PL,EF,CD,BC,ASI
PL,EF,CD,BD,ASI
PL,EF,CE,BA,ASJ
PL,EF,CE,BB,ASJ
PL,EF,CE,BC,ASJ
PL,EF,CE,BD,ASJ
PL,EF,CF,BA,ASK
PL,EF,CF,BB,ASK
PL,EF,CF,BC,ASK
PL,EF,CF,BD,ASK
PL,EF,CG,BA,ASL
PL,EF,CG,BB,ASL
PL,EF,CG,BC,ASL
PL,EF,CG,BD,ASL
PL,EG,CA,BA,ASF
PL,EG,CA,BB,ASF
PL,EG,CA,BC,ASF
PL,EG,CA,BD,ASF
PL,EG,CB,BA,ASG
PL,EG,CB,BB,ASG
PL,EG,CB,BC,ASG
PL,EG,CB,BD,ASG
PL,EG,CC,BA,ASH
PL,EG,CC,BB,ASH
PL,EG,CC,BC,ASH
PL,EG,CC,BD,ASH
PL,EG,CD,BA,ASI
PL,EG,CD,BB,ASI
PL,EG,CD,BC,ASI
PL,EG,CD,BD,ASI
PL,EG,CE,BA,ASJ
PL,EG,CE,BB,ASJ
PL,EG,CE,BC,ASJ
PL,EG,CE,BD,ASJ
PL,EG,CF,BA,ASK
PL,EG,CF,BB,ASK
PL,EG,CF,BC,ASK
PL,EG,CF,BD,ASK
PL,EG,CG,BA,ASL
PL,EG,CG,BB,ASL
PL,EG,CG,BC,ASL
PL,EG,CG,BD,ASL
PL,EH,CA,BA,ASG
PL,EH,CA,BB,ASG
PL,EH,CA,BC,ASG
PL,EH,CA,BD,ASG
PL,EH,CB,BA,ASH
PL,EH,CB,BB,ASH
PL,EH,CB,BC,ASH
PL,EH,CB,BD,ASH
PL,EH,CC,BA,ASI
PL,EH,CC,BB,ASI
PL,EH,CC,BC,ASI
PL,EH,CC,BD,ASI
PL,EH,CD,BA,ASJ
PL,EH,CD,BB,ASJ
PL,EH,CD,BC,ASJ
PL,EH,CD,BD,ASJ
PL,EH,CE,BA,ASK
PL,EH,CE,BB,ASK
PL,EH,CE,BC,ASK
PL,EH,CE,BD,ASK
PL,EH,CF,BA,ASL
PL,EH,CF,BB,ASL
PL,EH,CF,BC,ASL
PL,EH,CF,BD,ASL
PL,EH,CG,BA,ASM
PL,EH,CG,BB,ASM
PL,EH,CG,BC,ASM
PL,EH,CG,BD,ASM
